MTCO1P12	-4.80751829654079
MTND4P12	-3.50449716988337
KLF4	-3.0564837772807
RPS15	-2.99291875079637
RPLP1	-2.97651410566286
EEF2	-2.96701322237199
RPS5	-2.88446317064441
MTCO1P40	-2.85833583644803
TUBB2A	-2.82762538334414
KRT17	-2.81510787643416
ALDH3A1	-2.75681888081835
IER3	-2.71260583864609
CRIP1	-2.66885495793609
ZMYND10	-2.60665122320032
IGHG1	-2.56426609929848
IGHG3	-2.5408296738456
EPHA2	-2.5154667245001
RPL18A	-2.51294970499617
RPL5	-2.42273892321659
IGHA1	-2.40063735883416
KRT7	-2.38446973446647
IGFBP2	-2.37760411869895
JUN	-2.36509810907124
IGHA2	-2.36196664326868
KRT19	-2.29873758548062
TAGLN2	-2.27853180885753
FOSB	-2.24853031088268
RPL35	-2.19102978616803
RPL13A	-2.14304297643518
MTND5P11	-2.11299880822689
RPL8	-2.10139905977288
RPS9	-2.02830080543153
RPL3	-1.9936726524091
IGHM	-1.9786111960328
CAPS	-1.97390186551192
EFNA1	-1.96127030987772
PRDX5	-1.95139003425145
CSRNP1	-1.94945460382011
CAPN1	-1.93030098058149
UBE2H	-1.91395845082161
CTSD	-1.90383198853306
SLC44A4	-1.89524041296124
RPS19	-1.89172795652258
TACSTD2	-1.89058418271075
OAZ1	-1.88178938283539
DDR1	-1.85944554184817
KIAA1522	-1.85578260440326
SLC25A6	-1.84677174982518
KRT5	-1.84001311290321
TXNDC5	-1.832271445964
CITED2	-1.81679565474125
IGLC2	-1.80786213319311
LMNA	-1.80334119102304
GADD45B	-1.793662936108
HSPA1B	-1.78940635512109
SIX2	-1.76816492520014
KRT15	-1.76711457080677
RRAD	-1.76128743172137
JUND	-1.75887321040466
DHRS3	-1.75524318912208
PLEC	-1.75451034495585
CLDN4	-1.75397130982839
EEF1G	-1.73369336573499
GJB3	-1.7288812988527
MTCO1P2	-1.72475852540804
TUFM	-1.72255306996446
POR	-1.71204729039479
PPP1R15A	-1.70247288798271
AKT1	-1.67247088292077
KRT8	-1.66938471661018
CD151	-1.66726938266514
SLC9A3R1	-1.66260667379826
PTPRF	-1.64490250029095
PLK2	-1.64361835252338
RPLP0	-1.63273820111566
WDR38	-1.63071551104986
FAU	-1.630030465745
LLGL2	-1.6218200509381
EFHD2	-1.6213785022788
IGLL5	-1.61833998924125
MYC	-1.61461833264599
RPL13	-1.60420131352707
SLC25A25	-1.59657977361867
RPS8	-1.58724927158086
RNH1	-1.5775870832015
USP5	-1.57416232822511
SERPINB2	-1.5692454224947
INAVA	-1.55979400021095
TFF3	-1.53164301792751
MIF	-1.52387980966681
GADD45A	-1.52376207990138
FGFR3	-1.52325160144124
ZNF703	-1.520780903333
RPS18	-1.51862776579476
ELMO3	-1.51679619891903
SLC2A1	-1.51224550499715
EPHX1	-1.50947911163057
DUSP4	-1.50748410347429
GUK1	-1.50319311627305
RPL36	-1.50074021705175
MROH1	-1.49788028699418
TRIM28	-1.49276044219021
RPL19	-1.47495495071176
CCN1	-1.46780881302531
PLXNB2	-1.45800159807627
CCDC78	-1.45586209935304
MKNK2	-1.4547651853426
PKIG	-1.45100066822132
MTND4P24	-1.45048082695538
RPL18	-1.4472583462961
SEPTIN9	-1.44692756852046
AQP5	-1.43825864510776
CFAP157	-1.43774728945362
OVOL1	-1.43368847904222
TRIM29	-1.41660559431431
GPX4	-1.41598097470551
PTPRU	-1.41042410825379
ACO2	-1.4098325616302
OGFRL1	-1.40781620060207
ERRFI1	-1.40519362601165
SERTAD1	-1.40412810292738
GAA	-1.40386882630234
AQP3	-1.40234228702159
RPS3	-1.39403575294961
CHD4	-1.38668642784491
UBXN11	-1.38560642027838
SPINT2	-1.38482793797319
FOSL1	-1.38355676588301
AAMP	-1.36708311529324
GSN	-1.35354718703477
CXXC1	-1.3513470822841
COMT	-1.34586634095552
FBXW5	-1.33664308057237
NUDC	-1.33611174529271
SLC3A2	-1.32484940223493
LRRC10B	-1.32275662778939
JCHAIN	-1.32047542421677
FOS	-1.31691770845559
HMGA1	-1.31626144410542
ALKBH5	-1.30954834867572
HBEGF	-1.30340896008563
AURKAIP1	-1.30340577195371
RHOB	-1.30334654404688
DAG1	-1.30226275450581
CNNM4	-1.30161102080105
GPS1	-1.30000123818365
TUBGCP2	-1.29915730546218
RBM3	-1.29129999988367
ID1	-1.28870335617382
ERBB2	-1.28775717455454
LRRC8A	-1.28751540708925
RPS2P5	-1.28710152221517
PKD1P1	-1.2738242284985
GPAA1	-1.27270487436032
TPPP3	-1.27198228945776
SNRNP200	-1.26987126015625
GPX1	-1.26723259119233
TBC1D8	-1.26328396001569
CTTN	-1.26317288861205
SSH3	-1.25739884368461
CANX	-1.25717173943295
TKT	-1.25421420624646
VEGFA	-1.2499741846086
S100A6	-1.24941357766045
FBL	-1.24816527038878
ARAP1	-1.24787752504204
AKR1C2	-1.24680184695224
RGCC	-1.24562218350161
GIT1	-1.24531412157495
ZC3H12A	-1.24369509010553
TUBB4B	-1.23825750514952
IGKV1-5	-1.23744843553089
IFT140	-1.23373632850239
CIB1	-1.23247470877899
SDF4	-1.23173212326717
AHNAK2	-1.23141215907732
KLC1	-1.22914265671405
RPS2	-1.22665203070846
OSER1	-1.22599977853793
ASL	-1.22534890341802
S100A13	-1.2250090673754
NIBAN2	-1.22407371070247
VILL	-1.22389387809669
RPLP2	-1.22297279503977
SRP9	-1.22249018088509
TRIM8	-1.22169103526023
SEMA4B	-1.22032165589492
MISP	-1.21965943097597
IFFO2	-1.21922424318655
MVP	-1.21706759468688
MAPK8IP1	-1.21148671428584
NDUFA13	-1.21024428394611
RGL2	-1.20725914946618
GOLGA2P10	-1.20539027558983
H2AJ	-1.20251935593748
AHCY	-1.19833173188866
C20orf85	-1.19691441358337
RUVBL2	-1.19208799628552
VPS18	-1.19106284760766
MED16	-1.18984509380911
LAMB2	-1.18924706482222
RPS14	-1.18881865825072
SGSM3	-1.18865125474993
HSPA2	-1.1883128119515
TUBGCP6	-1.18724062068163
TM2D2	-1.18687359640301
MYH9	-1.18681689101879
NFE2L1	-1.17686429336549
DMRT2	-1.17447388363054
SP8	-1.16324638541935
MAZ	-1.15969303191609
RPL32	-1.15900126415143
CLDN7	-1.1566060220971
BSG	-1.15593558928539
SDC1	-1.15507367166747
CD82	-1.15465768688894
QARS1	-1.15066214427906
PSCA	-1.14906612909534
P4HB	-1.14811465044609
PPP1R16A	-1.14650036000272
CCDC74B	-1.14522294871989
EIF3F	-1.14361115862971
TRAF4	-1.14305311800619
DCTN1	-1.14179936617598
RIPK4	-1.14149084599032
PRKCSH	-1.13882257049097
CSRP1	-1.13462016970806
WRNIP1	-1.13119651980855
YIF1B	-1.12865663182946
CLUH	-1.12840128214312
DCTD	-1.12506272519697
SPNS2	-1.12444039915923
FURIN	-1.11922895220784
MTA1	-1.10932065646131
A4GALT	-1.10783224969781
EGLN2	-1.10737518834036
RPL9	-1.10723672111486
RER1	-1.10672508418231
ADRM1	-1.10435240977962
CCDC39	-1.10319794563134
PGD	-1.10112284450091
PRR29	-1.09681305330466
FAM107A	-1.09668195807175
PSKH1	-1.09554640963675
CTSH	-1.09498753018452
CAVIN1	-1.09461921284719
MAN2C1	-1.09309367295233
SPATA20	-1.09072823621334
MAPK15	-1.09020278978745
RBM10	-1.08811469217944
CEBPD	-1.08746500943588
PXDC1	-1.08723777335729
SERPINF1	-1.08362794142412
TRAF7	-1.0797782350345
C9orf24	-1.07964353637046
VPS51	-1.07842418235117
SREBF1	-1.07666483343513
NDUFV1	-1.07588484119566
DRC7	-1.07558395523576
UBXN6	-1.07128170829286
PRPF31	-1.06849376593095
ELF3	-1.0682335001116
AP2A1	-1.06539279375345
TSPAN7	-1.06376697408741
PCNT	-1.06331257395188
ADM	-1.06201950615598
GDF15	-1.06113195809009
MID1IP1	-1.05768083413846
SNRPB	-1.05317027248299
ITPKC	-1.05238838401575
TRABD	-1.04985747172157
EDF1	-1.04900861060057
SRSF9	-1.04849268797819
WDR6	-1.04827356004245
SPTY2D1	-1.04824729198784
ERICH5	-1.0482409354565
RPS28	-1.04807218411101
UPF1	-1.04687873902764
GAS2L2	-1.04667594290896
POLR2J	-1.04626728427064
RPL28	-1.04296549532785
PPP1R7	-1.04223317148098
SEMA3F	-1.04096670190243
ITGB4	-1.0399600580175
PLXNA1	-1.03966596314393
HSPA1A	-1.03945586780831
ZBTB7B	-1.03915322898371
PGAP6	-1.0390172475655
ARHGEF37	-1.038771446821
H1-4	-1.03822157588053
CENPB	-1.03703303200115
JMJD8	-1.03658614185931
CBR1	-1.03642205882867
BCR	-1.03635196403522
RNF40	-1.03517389323115
NEURL4	-1.03325761314119
FAM166A	-1.03227682744381
ABCF3	-1.03165994635976
CORO7	-1.03157904173441
VMO1	-1.03116579436342
LRWD1	-1.02774453328668
RPL10A	-1.02723968122424
ILF3	-1.02649093496427
COQ8B	-1.02552791129045
CORO1B	-1.02509397049764
PIM1	-1.02494289760668
CARNMT1	-1.02383244127509
SERF2	-1.02373170943102
MAGED2	-1.02255128816965
CLTB	-1.02035501976612
DUS1L	-1.01927175766813
H2AZ1	-1.01340862556738
RITA1	-1.0117771054331
JUNB	-1.00605716853148
DNMBP	-1.004888276757
RPS10	-1.0047917779688
DDX39A	-1.00408371510489
RHOT2	-0.999249310702182
SLC38A2	-0.997729184700141
HEY1	-0.997571685225862
TMEM45B	-0.99657774521911
ANXA8L1	-0.996396839084063
FAM174B	-0.994237008011142
MAFF	-0.994106995769711
GNB2	-0.993625013484002
FAM166B	-0.991802955151602
RAPGEFL1	-0.990411672838663
RPS7	-0.989335312597316
FASN	-0.988928298636555
BCL9L	-0.987846193559249
CHPF	-0.986666412474586
NRARP	-0.985930324425089
PKP2	-0.98565983942558
ZNRF1	-0.985283817481207
TMEM9	-0.983967348898678
IQCE	-0.982809144336224
VARS1	-0.982260368633559
SPAG7	-0.980436971331338
PRSS22	-0.980261191976272
LMTK2	-0.979756215794439
PITX1	-0.978904947915917
SLC35E2B	-0.978209795690766
XAB2	-0.978041093588324
FBXO32	-0.977805065976893
PIK3R2	-0.977497031254997
PTMA	-0.976423628184079
ATP6V0A4	-0.973305619795297
ALOX15	-0.972950932540602
CFAP73	-0.971634226154782
P4HTM	-0.97094548344766
AP3D1	-0.970071988775175
NUDT4B	-0.967557074064451
ANAPC2	-0.965910222996755
SCD	-0.965831439867887
TMEM205	-0.963747945091631
PPP2R1A	-0.962515222075544
LAMB3	-0.959993557023879
TM4SF1	-0.959444240852018
CHMP1A	-0.95881530192122
NDUFS8	-0.957243700152492
GATAD2A	-0.954972660719562
PKP3	-0.954733748004565
SLC1A5	-0.952826072533048
AKR1B10	-0.947549494572096
HSPBP1	-0.946657587363505
CES1	-0.94639413249088
ABHD2	-0.944903569965617
ATG4B	-0.942962245084412
SMIM19	-0.941563679905534
SIVA1	-0.94055622203375
LMAN2	-0.93942249949338
CD2BP2	-0.938964459910319
USP22	-0.938641213487787
WDR1	-0.937538448597201
LGALS3	-0.936973252215839
ITPR3	-0.935528376825912
CELSR1	-0.934469671185494
RPL34	-0.934385111833471
OTX1	-0.933057855242981
SQSTM1	-0.9324829299788
LTBP4	-0.930687843357855
PIGQ	-0.930590728913755
PCYT2	-0.930455530549564
IDH2	-0.929511307293658
TLE5	-0.929069043788156
ELOB	-0.928092370981531
ARPC1A	-0.92735605510992
FAM174A	-0.927128302368599
RXRA	-0.926900343268263
RND3	-0.926772660432217
PELO	-0.925308492517797
TCF25	-0.925301119494737
PPL	-0.925273413659315
GALNT2	-0.924724872126293
EML2	-0.921544444587504
TNKS1BP1	-0.921322261993143
CALML4	-0.920857705361871
ADAM15	-0.92059222267881
C19orf53	-0.918981054550632
VEGFB	-0.918557622103112
EEF1D	-0.918428508085274
ADCY9	-0.917775005593735
ITM2B	-0.917053952615308
CFAP45	-0.915823453492472
DRG2	-0.915728166424286
RPL10	-0.914254922213814
PYGB	-0.913451303948008
SURF6	-0.913093167740348
EIF6	-0.912001977428881
EPN2	-0.910026680243349
JUP	-0.909372481838174
UNC93B1	-0.905720957500284
TMEM94	-0.904971471975166
TMEM248	-0.904849862772779
CIZ1	-0.904419360439677
NR4A1	-0.902901735286627
FIS1	-0.90280538090134
CD59	-0.901666216593538
ARF5	-0.897852101833943
VWA7	-0.896762436775882
EPN3	-0.895323845044076
TJP2	-0.895234283836839
MCM7	-0.894361457811923
PRMT1	-0.894311123823276
ARL3	-0.891669803703394
ANKRD65	-0.889091738087731
CKAP4	-0.888507034268694
CLSTN1	-0.88654671416339
CSNK1E	-0.886259440606964
H1-10	-0.882953427075021
PLXNA3	-0.882815054172537
PITPNM1	-0.882749379911755
SLC35C1	-0.879137932280584
CYP2F1	-0.878881052384365
CXCL8	-0.87869801975246
ANKRD11	-0.878568489291079
WDR54	-0.877024265228886
PFKP	-0.876279718651742
PROS1	-0.87621433631445
RPL7A	-0.875219696444027
NUMA1	-0.874794763513755
HGS	-0.873627367593927
SPRY2	-0.873318370439774
CEBPA	-0.872953783051152
CPNE2	-0.872800449644264
CHMP4B	-0.872606931643111
IDH3G	-0.872379909626924
ZNF185	-0.872209009869846
CFAP100	-0.871960000279033
EPAS1	-0.870479549367006
COPE	-0.870380807914198
RPS3A	-0.868488075131183
TADA3	-0.8673787171653
BLVRB	-0.866507955567636
TAPBPL	-0.864864511098075
UBE2G2	-0.864792841659893
SLC25A39	-0.864582610356904
NR2F2	-0.864514573309244
BAIAP3	-0.863151579996421
